Color;Comment;Document group;Document name;Code;Beginning;End;Weight score;Segment;Modified by;Modified;Created by;Created;Area;Coverage %
●;;;conversation_27_annotatable;Request – non-sentential (user);90;91;0;"next
[conversation_id=2b71cb60] [conversation.id=-NKcffSHxkyM_G4w48IX] [conversation.participant=user]";Anna_;17.07.25 18:45:11;Anna_;17.07.25 18:45:11;102;1,43
●;;;conversation_26_annotatable;Request – non-sentential (user);5;6;0;"start
[conversation_id=pC0jYVl] [conversation.id=-NKIvM4h8oheS4Tq_ckT] [conversation.participant=user]";Anna_;17.07.25 18:26:41;Anna_;17.07.25 18:26:41;102;1,53
●;;;conversation_26_annotatable;Request – non-sentential (user);29;30;0;"next step
[conversation_id=pC0jYVl] [conversation.id=-NKIyB_V3QYsIwJj4-cc] [conversation.participant=user]";Anna_;17.07.25 18:31:16;Anna_;17.07.25 18:31:16;106;1,59
●;;;conversation_26_annotatable;Request – non-sentential (user);36;37;0;"next step
[conversation_id=pC0jYVl] [conversation.id=-NKIyhZG3fGfHbH0i6i0] [conversation.participant=user]";Anna_;17.07.25 18:31:52;Anna_;17.07.25 18:31:52;106;1,59
●;;;conversation_26_annotatable;Request – non-sentential (user);41;42;0;"next step
[conversation_id=pC0jYVl] [conversation.id=-NKIzYxy8BOJSnzLY5OP] [conversation.participant=user]";Anna_;17.07.25 18:32:03;Anna_;17.07.25 18:32:03;106;1,59
●;;;conversation_26_annotatable;Request – non-sentential (user);52;53;0;"next step
[conversation_id=pC0jYVl] [conversation.id=-NKJ03LlbWap--2kIF_s] [conversation.participant=user]";Anna_;17.07.25 18:32:15;Anna_;17.07.25 18:32:15;106;1,59
●;;;conversation_26_annotatable;Request – non-sentential (user);59;60;0;"next step
[conversation_id=pC0jYVl] [conversation.id=-NKJ0XNtjRNOWGS2M7HL] [conversation.participant=user]";Anna_;17.07.25 18:32:25;Anna_;17.07.25 18:32:25;106;1,59
●;;;conversation_26_annotatable;Request – non-sentential (user);64;65;0;"next
[conversation_id=pC0jYVl] [conversation.id=-NKJ0vA2jLK-jaWa251h] [conversation.participant=user]";Anna_;17.07.25 18:32:29;Anna_;17.07.25 18:32:29;101;1,52
●;;;conversation_26_annotatable;Request – non-sentential (user);66;67;0;"next step
[conversation_id=pC0jYVl] [conversation.id=-NKJ0zR1UTDD0rUXbu5s] [conversation.participant=user]";Anna_;17.07.25 18:32:33;Anna_;17.07.25 18:32:33;106;1,59
●;;;conversation_25_annotatable;Request – non-sentential (user);7;8;0;"start
[conversation_id=sVzhG] [conversation.id=-NJiqqLNLUmgvXaWMZwr] [conversation.participant=user]";Anna_;17.07.25 18:20:50;Anna_;17.07.25 18:20:50;100;1,00
●;;;conversation_24_annotatable;Request – non-sentential (user);5;6;0;"Next
[conversation_id=nRHLDUQ] [conversation.id=-NH4oGy837kE88nbtOeP] [conversation.participant=user]";Anna_;17.07.25 18:07:17;Anna_;17.07.25 18:07:17;101;1,03
●;;;conversation_24_annotatable;Request – non-sentential (user);47;48;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4rvciLUlVEaTH9zbt] [conversation.participant=user]";Anna_;17.07.25 18:18:36;Anna_;17.07.25 18:18:36;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);52;53;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4sZAxEuEO3n7c3n1p] [conversation.participant=user]";Anna_;17.07.25 18:18:42;Anna_;17.07.25 18:18:42;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);65;66;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4uNQZmpglabfWPE2q] [conversation.participant=user]";Anna_;17.07.25 18:19:43;Anna_;17.07.25 18:19:43;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);78;79;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4wPFT9Md6mdbOO9Vh] [conversation.participant=user]";Anna_;17.07.25 18:19:54;Anna_;17.07.25 18:19:54;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);89;90;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4xEo44Bsyy9mKZR8g] [conversation.participant=user]";Anna_;17.07.25 18:20:04;Anna_;17.07.25 18:20:04;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);94;95;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4xkFQToT2ho_AW65g] [conversation.participant=user]";Anna_;17.07.25 18:20:08;Anna_;17.07.25 18:20:08;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);103;104;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4yVITeodLzM-zx8uH] [conversation.participant=user]";Anna_;17.07.25 18:20:17;Anna_;17.07.25 18:20:17;106;1,08
●;;;conversation_24_annotatable;Request – non-sentential (user);112;113;0;"next step
[conversation_id=nRHLDUQ] [conversation.id=-NH4yyuPa0iiGjBFlxUI] [conversation.participant=user]";Anna_;17.07.25 18:20:23;Anna_;17.07.25 18:20:23;106;1,08
●;;;conversation_23_annotatable;Request – non-sentential (user);5;6;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4eP6ZpyfAQmPeAwZc] [conversation.participant=user]";Anna_;17.07.25 17:50:20;Anna_;17.07.25 17:50:20;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);13;14;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4ef7waF3qapKQy50k] [conversation.participant=user]";Anna_;17.07.25 17:50:35;Anna_;17.07.25 17:50:35;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);22;23;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4fhalo5T6u9zSJBvU] [conversation.participant=user]";Anna_;17.07.25 17:50:42;Anna_;17.07.25 17:50:42;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);31;32;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4gswAWMjUK0-xAYAf] [conversation.participant=user]";Anna_;17.07.25 17:50:57;Anna_;17.07.25 17:50:57;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);44;45;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4htKDeFcuPdt8IC5Z] [conversation.participant=user]";Anna_;17.07.25 17:51:57;Anna_;17.07.25 17:51:57;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);55;56;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4jBICH1rWbH7mOE8N] [conversation.participant=user]";Anna_;17.07.25 17:52:24;Anna_;17.07.25 17:52:24;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);60;61;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4jTFrePTi74gKjpUH] [conversation.participant=user]";Anna_;17.07.25 17:52:28;Anna_;17.07.25 17:52:28;101;1,50
●;;;conversation_23_annotatable;Request – non-sentential (user);73;74;0;"next
[conversation_id=Fxikuau] [conversation.id=-NH4kX8Foru10BLWjznh] [conversation.participant=user]";Anna_;17.07.25 17:53:05;Anna_;17.07.25 17:53:05;101;1,50
●;;;conversation_22_annotatable;Request – non-sentential (user);5;6;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4SW9gzvj-M9JmCFpF] [conversation.participant=user]";Anna_;17.07.25 17:45:49;Anna_;17.07.25 17:45:49;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);19;20;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4TfNLiyjoLtFy4kox] [conversation.participant=user]";Anna_;17.07.25 17:47:44;Anna_;17.07.25 17:47:44;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);24;25;0;"nrxt
[conversation_id=KlOmIXe] [conversation.id=-NH4TkvsSaGtgSFXLCFU] [conversation.participant=user]";Anna_;17.07.25 17:47:49;Anna_;17.07.25 17:47:49;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);35;36;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4UpMTlA8xz0_r0oJl] [conversation.participant=user]";Anna_;17.07.25 17:48:06;Anna_;17.07.25 17:48:06;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);42;43;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4V04TdseG9jtzHjWB] [conversation.participant=user]";Anna_;17.07.25 17:48:12;Anna_;17.07.25 17:48:12;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);49;50;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4VXfMcbXQiNIeNbc0] [conversation.participant=user]";Anna_;17.07.25 17:48:21;Anna_;17.07.25 17:48:21;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);62;63;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4VwDvwMhCUCQUznjc] [conversation.participant=user]";Anna_;17.07.25 17:49:30;Anna_;17.07.25 17:49:30;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);84;85;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4W92Tq6jcXNpbJj93] [conversation.participant=user]";Anna_;17.07.25 17:49:38;Anna_;17.07.25 17:49:38;101;1,16
●;;;conversation_22_annotatable;Request – non-sentential (user);93;94;0;"next
[conversation_id=KlOmIXe] [conversation.id=-NH4Wjay-c7-5YG-JfQR] [conversation.participant=user]";Anna_;17.07.25 17:49:44;Anna_;17.07.25 17:49:44;101;1,16
●;;;conversation_21_annotatable;Request – non-sentential (user);5;6;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzqMtHiqE6CIw3R2ng] [conversation.participant=user]";Anna_;17.07.25 17:20:59;Anna_;17.07.25 17:20:59;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);25;26;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzthk785Perxxjg9Uv] [conversation.participant=user]";Anna_;17.07.25 17:23:56;Anna_;17.07.25 17:23:56;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);30;31;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGztnMIabdVmJ4RDqs2] [conversation.participant=user]";Anna_;17.07.25 17:24:02;Anna_;17.07.25 17:24:02;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);35;36;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGztqbbP5Nxw07i7krs] [conversation.participant=user]";Anna_;17.07.25 17:24:07;Anna_;17.07.25 17:24:07;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);46;47;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzuonqZ1Br3qzE_6Ue] [conversation.participant=user]";Anna_;17.07.25 17:24:32;Anna_;17.07.25 17:24:32;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);51;52;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzv8RBPfcA3nytwjS6] [conversation.participant=user]";Anna_;17.07.25 17:24:42;Anna_;17.07.25 17:24:42;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);74;75;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzwF2hpQHjaKElnWCV] [conversation.participant=user]";Anna_;17.07.25 17:25:04;Anna_;17.07.25 17:25:04;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);88;89;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzwqX7UMNgxxnLuDbl] [conversation.participant=user]";Anna_;17.07.25 17:25:17;Anna_;17.07.25 17:25:17;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);93;94;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzwtOkXSIReywc5ADF] [conversation.participant=user]";Anna_;17.07.25 17:35:26;Anna_;17.07.25 17:35:26;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);98;99;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzxBxBzHT7DZS6t1e_] [conversation.participant=user]";Anna_;17.07.25 17:35:31;Anna_;17.07.25 17:35:31;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);103;104;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzxMIXvkXLTNkQyq00] [conversation.participant=user]";Anna_;17.07.25 17:35:41;Anna_;17.07.25 17:35:41;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);108;109;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzxg87qo9ywtA6bliJ] [conversation.participant=user]";Anna_;17.07.25 17:35:46;Anna_;17.07.25 17:35:46;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);121;122;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzyUJFVCtBhs325DBC] [conversation.participant=user]";Anna_;17.07.25 17:37:07;Anna_;17.07.25 17:37:07;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);130;131;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzysVftIv6aO2V202v] [conversation.participant=user]";Anna_;17.07.25 17:39:31;Anna_;17.07.25 17:39:31;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);135;136;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzz414tjYFZbKne3OX] [conversation.participant=user]";Anna_;17.07.25 17:39:36;Anna_;17.07.25 17:39:36;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);144;145;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzzZ-NkTEO3JXV4dJJ] [conversation.participant=user]";Anna_;17.07.25 17:39:43;Anna_;17.07.25 17:39:43;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);149;150;0;"next
[conversation_id=EioCaKa] [conversation.id=-NGzzn4aHyNiZhXRo7C4] [conversation.participant=user]";Anna_;17.07.25 17:39:51;Anna_;17.07.25 17:39:51;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);154;155;0;"next
[conversation_id=EioCaKa] [conversation.id=-NH--1L3p608FG_u4J1k] [conversation.participant=user]";Anna_;17.07.25 17:39:57;Anna_;17.07.25 17:39:57;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);159;160;0;"next
[conversation_id=EioCaKa] [conversation.id=-NH--JZoTyVlfZP73SCG] [conversation.participant=user]";Anna_;17.07.25 17:40:03;Anna_;17.07.25 17:40:03;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);164;165;0;"next
[conversation_id=EioCaKa] [conversation.id=-NH--VsPcX79HVazcA7P] [conversation.participant=user]";Anna_;17.07.25 17:40:08;Anna_;17.07.25 17:40:08;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);169;170;0;"next
[conversation_id=EioCaKa] [conversation.id=-NH--lLA0rvwCZaxS8Rt] [conversation.participant=user]";Anna_;17.07.25 17:40:14;Anna_;17.07.25 17:40:14;101;0,47
●;;;conversation_21_annotatable;Request – non-sentential (user);180;181;0;"next
[conversation_id=EioCaKa] [conversation.id=-NH-0oulZjECOLhkxh5x] [conversation.participant=user]";Anna_;17.07.25 17:42:05;Anna_;17.07.25 17:42:05;101;0,47
●;;;conversation_20_annotatable;Request – non-sentential (user);3;4;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgED9B4oggRNr07rFu] [conversation.participant=user]";Anna_;17.07.25 16:59:36;Anna_;17.07.25 16:59:36;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);40;41;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgHLwTWsy_ZoLGvgS0] [conversation.participant=user]";Anna_;17.07.25 17:08:13;Anna_;17.07.25 17:08:13;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);54;55;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgIk2_vz13SvaiGrIE] [conversation.participant=user]";Anna_;17.07.25 17:10:06;Anna_;17.07.25 17:10:06;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);84;85;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgKT2p93BRCOuc8h9-] [conversation.participant=user]";Anna_;17.07.25 17:11:54;Anna_;17.07.25 17:11:54;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);93;94;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgKeK-BsgnVnPpz8Z9] [conversation.participant=user]";Anna_;17.07.25 17:12:09;Anna_;17.07.25 17:12:09;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);104;105;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgLCk6KEgRS7hJhfEz] [conversation.participant=user]";Anna_;17.07.25 17:13:21;Anna_;17.07.25 17:13:21;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);113;114;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgLb_JCQDsjj23gyIt] [conversation.participant=user]";Anna_;17.07.25 17:14:16;Anna_;17.07.25 17:14:16;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);118;119;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgLiW0sUQNpavIWIax] [conversation.participant=user]";Anna_;17.07.25 17:14:24;Anna_;17.07.25 17:14:24;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);123;124;0;"previous
[conversation_id=xMKcudn] [conversation.id=-NGgLl1ey74oNLPXbvWM] [conversation.participant=user]";Anna_;17.07.25 17:14:32;Anna_;17.07.25 17:14:32;105;0,59
●;;;conversation_20_annotatable;Request – non-sentential (user);128;129;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgLnjU5s0YJd-WgvDC] [conversation.participant=user]";Anna_;17.07.25 17:14:39;Anna_;17.07.25 17:14:39;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);133;134;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgLxU-50shHBwcmFCo] [conversation.participant=user]";Anna_;17.07.25 17:14:45;Anna_;17.07.25 17:14:45;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);142;143;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgMDzMbhXRFLEU80oK] [conversation.participant=user]";Anna_;17.07.25 17:16:22;Anna_;17.07.25 17:16:22;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);151;152;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgMLuxX9GI12y-EjmC] [conversation.participant=user]";Anna_;17.07.25 17:16:36;Anna_;17.07.25 17:16:36;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);156;157;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgMregtgf-wxXEB_WN] [conversation.participant=user]";Anna_;17.07.25 17:16:41;Anna_;17.07.25 17:16:41;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);161;162;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgMw82uYuCJhgS1iMn] [conversation.participant=user]";Anna_;17.07.25 17:16:47;Anna_;17.07.25 17:16:47;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);166;167;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgN0CQ_kKO-r0SEsi0] [conversation.participant=user]";Anna_;17.07.25 17:16:53;Anna_;17.07.25 17:16:53;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);171;172;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgN4C2SwZ-I1vwshzA] [conversation.participant=user]";Anna_;17.07.25 17:16:59;Anna_;17.07.25 17:16:59;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);181;182;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNDg476bv-zBBkxsK] [conversation.participant=user]";Anna_;17.07.25 17:17:33;Anna_;17.07.25 17:17:33;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);186;187;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNHmkB-JjJi47msEj] [conversation.participant=user]";Anna_;17.07.25 17:17:38;Anna_;17.07.25 17:17:38;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);191;192;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNLmQlVc5BsEFdwTS] [conversation.participant=user]";Anna_;17.07.25 17:17:44;Anna_;17.07.25 17:17:44;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);196;197;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNSQbfrhI4pCZPH0w] [conversation.participant=user]";Anna_;17.07.25 17:17:53;Anna_;17.07.25 17:17:53;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);201;202;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNXUftI1L9LlZm-Qb] [conversation.participant=user]";Anna_;17.07.25 17:18:01;Anna_;17.07.25 17:18:01;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);206;207;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNcxpWJQ7Oqt8Zxob] [conversation.participant=user]";Anna_;17.07.25 17:18:10;Anna_;17.07.25 17:18:10;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);211;212;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgNfS6t9-M6eD4b9pY] [conversation.participant=user]";Anna_;17.07.25 17:18:20;Anna_;17.07.25 17:18:20;101;0,57
●;;;conversation_20_annotatable;Request – non-sentential (user);220;221;0;"next
[conversation_id=xMKcudn] [conversation.id=-NGgOFGsAdQda2-Ff-33] [conversation.participant=user]";Anna_;17.07.25 17:18:43;Anna_;17.07.25 17:18:43;101;0,57
●;;;conversation_19_annotatable;Request – non-sentential (user);3;4;0;"Next
[conversation_id=PPmiUbC] [conversation.id=-NGWw31gJwAQcAru6QWx] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 13:06:52;101;0,94
●;;;conversation_19_annotatable;Request – non-sentential (user);59;60;0;"Next step please.
[conversation_id=PPmiUbC] [conversation.id=-NGX-PISgf6qQmjZPMJC] [conversation.participant=user]";Anna_;25.07.25 19:45:51;User2;13.07.25 13:16:22;114;1,06
●;;;conversation_19_annotatable;Request – non-sentential (user);76;77;0;"Next step please
[conversation_id=PPmiUbC] [conversation.id=-NGX1kLv5r1qEPbn827F] [conversation.participant=user]";Anna_;25.07.25 19:46:02;User2;13.07.25 13:21:44;113;1,05
●;;;conversation_19_annotatable;Request – non-sentential (user);91;92;0;"Next step please.
[conversation_id=PPmiUbC] [conversation.id=-NGX2oOKoiuKfYahll00] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 13:23:00;114;1,06
●;;;conversation_19_annotatable;Request – non-sentential (user);96;97;0;"And the next
[conversation_id=PPmiUbC] [conversation.id=-NGX33SHzKuEtgLYyJOl] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 13:23:27;109;1,01
●;;;conversation_18_annotatable;Request – non-sentential (user);3;4;0;"next
[conversation_id=LFiNVaQ] [conversation.id=-NGLevEAWmwlJPMBshnj] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:50:49;101;1,05
●;;;conversation_18_annotatable;Request – non-sentential (user);59;60;0;"step 3
[conversation_id=LFiNVaQ] [conversation.id=-NGLjuPmv2Pe4n--SYxh] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:57:55;103;1,07
●;;;conversation_18_annotatable;Request – non-sentential (user);64;65;0;"step 4 please
[conversation_id=LFiNVaQ] [conversation.id=-NGLk96i406GjXaCV6RC] [conversation.participant=user]";Anna_;25.07.25 19:45:18;User2;13.07.25 12:58:03;110;1,15
●;;;conversation_18_annotatable;Request – non-sentential (user);71;72;0;"step 5?
[conversation_id=LFiNVaQ] [conversation.id=-NGLkHPCsI7ZACfiuJ9X] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:58:20;104;1,08
●;;;conversation_18_annotatable;Request – non-sentential (user);94;95;0;"step 6?
[conversation_id=LFiNVaQ] [conversation.id=-NGLlWTFadCc_Av7HdZ4] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 13:01:51;104;1,08
●;;;conversation_18_annotatable;Request – non-sentential (user);105;106;0;"step 7
[conversation_id=LFiNVaQ] [conversation.id=-NGLme-8ihYllbxncBWP] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 13:02:19;103;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);5;6;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdI_yeeLyY12YDDjBf] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:11;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);10;11;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdIhg_bTQiLIMJZvoo] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:16;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);19;20;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJ3nLnh48HAeOqle1] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:23;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);24;25;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJ69a-fBX-uODOR78] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:29;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);29;30;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJClAT-O9Lvuk0iSv] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:36;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);34;35;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJOMWY90FliUVZidm] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:41;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);39;40;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJX5toAzYdCUqmIgg] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:47;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);44;45;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJbm5KssJjBDwg20a] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:46:53;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);53;54;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJrHO-R9xCqL7yNto] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:47:12;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);58;59;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJz1kcoKXpZNveesF] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:47:17;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);63;64;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdK75w_Xej3IVOTTZ8] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:47:25;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);72;73;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdKTEjybiSu-gYibNE] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:47:55;118;1,07
●;;;conversation_17_annotatable;Request – non-sentential (user);77;78;0;"next
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdKb0HTlCyRhoGAdlS] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:48:03;118;1,07
